Id;Name;ParentId;Depth;Classification;Jurisdiction
45649;100. Schule - Grundschule der Stadt Leipzig (Leipzig OT Zentrum);;0;Grundschule;Sachsen
45206;"101. Oberschule ""Johannes Gutenberg "" (Dresden OT Johannstadt-Nord)";;0;Schule;Sachsen
45885;"102. Grundschule Dresden ""Johanna "" (Dresden OT Johannstadt-Nord)";;0;Grundschule;Sachsen
45884;"103. Grundschule Dresden ""Unterm Regenbogen "" (Dresden OT Radeberger Vorstadt)";;0;Grundschule;Sachsen
45883;106. Grundschule Dresden (Dresden OT Pieschen-Nord);;0;Grundschule;Sachsen
45204;107. Oberschule Dresden (Dresden OT Gruna);;0;Schule;Sachsen
45882;"108. Grundschule Dresden ""Sonnenblumenschule "" (Dresden OT Innere Altstadt)";;0;Grundschule;Sachsen
44120;10. Grundschule Dresden (Dresden OT Seevorstadt-Ost/Großer Garten);;0;Grundschule;Sachsen
45881;"113. Grundschule Dresden ""Canaletto "" (Dresden OT Innere Altstadt)";;0;Grundschule;Sachsen
45203;116. Oberschule Dresden (Dresden OT Leubnitz-Neuostra);;0;Schule;Sachsen
44121;"117. Grundschule Dresden ""Ludwig Reichenbach "" (Dresden OT Südvorstadt-Ost)";;0;Grundschule;Sachsen
45879;"120. Grundschule Dresden ""Am Geberbach "" (Dresden OT Prohlis-Nord)";;0;Grundschule;Sachsen
45648;120. Schule - Grundschule der Stadt Leipzig (Leipzig OT Großzschocher);;0;Grundschule;Sachsen
45202;"121. Oberschule Dresden ""Johann Georg Palitzsch "" (Dresden OT Prohlis-Nord)";;0;Schule;Sachsen
45878;"122. Grundschule Dresden ""Am Palitzschhof "" (Dresden OT Prohlis-Nord)";;0;Grundschule;Sachsen
45103;125. Schule - Oberschule der Stadt Leipzig (Leipzig OT Reudnitz-Thonberg);;0;Schule;Sachsen
45201;"128. Oberschule ""Carola von Wasa "" (Dresden OT Strehlen)";;0;Schule;Sachsen
45877;129. Grundschule Dresden (Dresden OT Strehlen);;0;Grundschule;Sachsen
45880;12. Grundschule Dresden (Dresden OT Cotta);;0;Grundschule;Sachsen
45876;135. Grundschule Dresden (Dresden OT Gorbitz-Süd);;0;Grundschule;Sachsen
45190;138. Oberschule Dresden (Dresden OT Gorbitz-Nord/Neu-Omsewitz);;0;Schule;Sachsen
45875;139. Grundschule Dresden (Dresden OT Gorbitz-Nord/Neu-Omsewitz);;0;Grundschule;Sachsen
45873;144. Grundschule Dresden (Dresden OT Mickten);;0;Grundschule;Sachsen
45200;145. Oberschule Dresden-Pieschen (Dresden OT Pieschen-Süd);;0;Schule;Sachsen
45872;147. Grundschule Dresden (Dresden OT Pieschen-Nord);;0;Grundschule;Sachsen
45871;148. Grundschule Dresden (Dresden OT Leipziger Vorstadt);;0;Grundschule;Sachsen
45874;"14. Grundschule Dresden ""Im Schweizer Viertel "" (Dresden OT Südvorstadt-West)";;0;Grundschule;Sachsen
45869;153. Grundschule Dresden (Dresden OT Friedrichstadt);;0;Grundschule;Sachsen
45647;157. Schule - Grundschule der Stadt Leipzig (Leipzig OT Leutzsch);;0;Grundschule;Sachsen
45870;15. Grundschule Dresden (Dresden OT Äußere Neustadt);;0;Grundschule;Sachsen
45868;"16. Grundschule Dresden ""Josephine "" (Dresden OT Seevorstadt-West)";;0;Grundschule;Sachsen
45102;16. Schule - Oberschule der Stadt Leipzig (Leipzig OT Volkmarsdorf);;0;Schule;Sachsen
45867;19. Grundschule Dresden (Dresden OT Radeberger Vorstadt);;0;Grundschule;Sachsen
45733;1. Grundschule Großenhain (Großenhain);;0;Grundschule;Sachsen
45395;"1. Grundschule Riesa ""Käthe Kollwitz "" (Riesa)";;0;Grundschule;Sachsen
45136;"1. Oberschule Großenhain ""Am Kupferberg "" (Großenhain)";;0;Schule;Sachsen
45119;1. Oberschule Kamenz (Kamenz);;0;Schule;Sachsen
45055;1. Oberschule Meißen, Triebischtalschule (Meißen);;0;Schule;Sachsen
45101;20. Schule - Oberschule der Stadt Leipzig (Leipzig OT Schönefeld-Ost);;0;Schule;Sachsen
45646;24. Schule - Grundschule der Stadt Leipzig (Leipzig OT Paunsdorf);;0;Grundschule;Sachsen
45866;"25. Grundschule Dresden ""Am Pohlandplatz "" (Dresden OT Striesen-Ost)";;0;Grundschule;Sachsen
45199;25. Oberschule Dresden (Dresden OT Striesen-Ost);;0;Schule;Sachsen
45865;"26. Grundschule Dresden ""Am Markusplatz "" (Dresden OT Pieschen-Süd)";;0;Grundschule;Sachsen
45732;"2. Grundschule Großenhain ""Bobersberg "" (Großenhain)";;0;Grundschule;Sachsen
45134;"2. Oberschule ""Am Schacht "" Großenhain (Großenhain)";;0;Schule;Sachsen
45118;2. Oberschule Kamenz (Kamenz);;0;Schule;Sachsen
45864;"30. Grundschule Dresden ""Am Hechtpark "" (Dresden OT Leipziger Vorstadt)";;0;Grundschule;Sachsen
45198;30. Oberschule Dresden (Dresden OT Innere Neustadt);;0;Schule;Sachsen
45645;31. Schule - Grundschule der Stadt Leipzig (Leipzig OT Probstheida);;0;Grundschule;Sachsen
44122;"32. Grundschule Dresden ""Sieben Schwaben "" (Dresden OT Neugruna)";;0;Grundschule;Sachsen
45197;32. Oberschule Dresden (Dresden OT Tolkewitz);;0;Schule;Sachsen
18768;32. Schule  (Berlin);;0;Grundschule;Berlin
45863;33. Grundschule Dresden (Dresden OT Seidnitz);;0;Grundschule;Sachsen
45644;33. Schule - Grundschule der Stadt Leipzig (Leipzig OT Eutritzsch);;0;Grundschule;Sachsen
18733;34. Schule  (Berlin);;0;Förderschule;Berlin
45862;"35. Grundschule Dresden ""Heinrich Graf von Bünau "" (Dresden OT Löbtau-Süd)";;0;Grundschule;Sachsen
44181;35. Oberschule Dresden (Dresden OT Löbtau-Süd);;0;Schule;Sachsen
45100;35. Schule - Oberschule der Stadt Leipzig (Leipzig OT Gohlis-Nord);;0;Schule;Sachsen
45196;36. Oberschule Dresden (Dresden OT Löbtau-Nord);;0;Schule;Sachsen
45861;37. Grundschule Dresden (Dresden OT Löbtau-Nord);;0;Grundschule;Sachsen
45860;39. Grundschule Dresden (Dresden OT Plauen);;0;Grundschule;Sachsen
45643;39. Schule - Grundschule der Stadt Leipzig (Leipzig OT Möckern);;0;Grundschule;Sachsen
37414;3. Gesamtschule (Gütersloh);;0;Schule;Nordrhein-Westfalen
45394;3. Grundschule Riesa (Riesa);;0;Grundschule;Sachsen
46948;3. IGS Halle (Halle (Saale));;0;Schule;Sachsen-Anhalt
45846;"41. Grundschule ""Elbtalkinder "" Dresden (Dresden OT Mickten)";;0;Grundschule;Sachsen
45858;"43. Grundschule Dresden ""Thomas Müntzer "" (Dresden OT Kaditz)";;0;Grundschule;Sachsen
45857;44. Grundschule Dresden (Dresden OT Tolkewitz);;0;Grundschule;Sachsen
45195;46. Oberschule Dresden (Dresden OT Südvorstadt-West);;0;Schule;Sachsen
45642;46. Schule - Grundschule der Stadt Leipzig (Leipzig OT Neulindenau);;0;Grundschule;Sachsen
45856;47. Grundschule Dresden (Dresden OT Strehlen);;0;Grundschule;Sachsen
18455;47. Schule  (Berlin);;0;Grundschule;Berlin
45855;48. Grundschule Dresden (Dresden OT Friedrichstadt);;0;Grundschule;Sachsen
45854;"49. Grundschule Dresden ""Bernhard August von Lindenau "" (Dresden OT Plauen)";;0;Grundschule;Sachsen
42217;4. Gesamtschule der Stadt Aachen (Aachen);;0;Schule;Nordrhein-Westfalen
45859;"4. Grundschule Dresden ""Am Rosengarten "" (Dresden OT Äußere Neustadt)";;0;Grundschule;Sachsen
45731;"4. Grundschule Großenhain ""Am Schacht "" (Großenhain)";;0;Grundschule;Sachsen
45690;"4. Grundschule Hoyerswerda ""Lindenschule "" (Hoyerswerda)";;0;Grundschule;Sachsen
45522;4. Grundschule Meißen (Meißen);;0;Grundschule;Sachsen
45393;4. Grundschule Riesa (Riesa);;0;Grundschule;Sachsen
45853;"50. Grundschule Dresden ""Gertrud Caspari "" (Dresden OT Klotzsche)";;0;Grundschule;Sachsen
45852;"51. Grundschule Dresden ""An den Platanen "" (Dresden OT Striesen-West)";;0;Grundschule;Sachsen
45194;"55. Oberschule Dresden ""Gottlieb Traugott Bienert "" (Dresden OT Plauen)";;0;Schule;Sachsen
45851;56. Grundschule Dresden - Schule mit musisch-kreativer Prägung (Dresden OT Trachau);;0;Grundschule;Sachsen
45193;56. Oberschule Dresden (Dresden OT Trachau);;0;Schule;Sachsen
45099;56. Schule - Oberschule der Stadt Leipzig (Leipzig OT Großzschocher);;0;Schule;Sachsen
45850;"59. Grundschule Dresden ""Jürgen Reichen "" (Dresden OT Weißer Hirsch)";;0;Grundschule;Sachsen
45641;60. Schule - Grundschule der Stadt Leipzig (Leipzig OT Knautkleeberg-Knauthain);;0;Grundschule;Sachsen
45848;"61. Grundschule Dresden ""Heinrich Schütz "" (Dresden OT Rochwitz)";;0;Grundschule;Sachsen
45847;"62. Grundschule Dresden ""Friedrich Schiller "" (Dresden OT Loschwitz)";;0;Grundschule;Sachsen
45192;"62. Oberschule ""Friedrich Schiller "" (Dresden OT Loschwitz)";;0;Schule;Sachsen
45191;64. Oberschule Dresden (Dresden OT Laubegast);;0;Schule;Sachsen
45845;"65. Grundschule Dresden ""Am Waldpark Kleinzschachwitz "" (Dresden OT Kleinzschachwitz)";;0;Grundschule;Sachsen
45189;66. Oberschule Dresden (Dresden OT Leuben);;0;Schule;Sachsen
45640;66. Schule - Grundschule der Stadt Leipzig (Leipzig OT Mockau-Nord);;0;Grundschule;Sachsen
45844;"68. Grundschule Dresden ""Am Heiligen Born "" (Dresden OT Leubnitz-Neuostra)";;0;Grundschule;Sachsen
45098;68. Schule - Oberschule der Stadt Leipzig (Leipzig OT Gohlis-Süd);;0;Schule;Sachsen
45849;"6. Grundschule Dresden ""Am Großen Garten "" (Dresden OT Johannstadt-Süd)";;0;Grundschule;Sachsen
45843;"70. Grundschule Dresden ""An der Südhöhe "" (Dresden OT Zschertnitz)";;0;Grundschule;Sachsen
45842;"71. Grundschule Dresden ""Am Kaitzbach "" (Dresden OT Plauen)";;0;Grundschule;Sachsen
45841;74. Grundschule Dresden (Dresden OT Gompitz);;0;Grundschule;Sachsen
45639;74. Schule - Grundschule der Stadt Leipzig (Leipzig OT Anger-Crottendorf);;0;Grundschule;Sachsen
44123;75. Grundschule Dresden (Dresden OT Leutewitz);;0;Grundschule;Sachsen
45840;76. Grundschule Dresden (Dresden OT Briesnitz);;0;Grundschule;Sachsen
44182;76. Oberschule Dresden (Dresden OT Briesnitz);;0;Schule;Sachsen
45839;"77. Grundschule Dresden ""An den Seegärten "" (Dresden OT Stetzsch)";;0;Grundschule;Sachsen
45638;78. Schule - Grundschule der Stadt Leipzig (Leipzig OT Zentrum);;0;Grundschule;Sachsen
45837;80. Grundschule Dresden (Dresden OT Gittersee);;0;Grundschule;Sachsen
45836;81. Grundschule Dresden (Dresden OT Dölzschen);;0;Grundschule;Sachsen
44124;"82. Grundschule Dresden ""Am Königswald "" (Dresden OT Klotzsche)";;0;Grundschule;Sachsen
45188;"82. Oberschule Dresden ""Am Flughafen "" (Dresden OT Klotzsche)";;0;Schule;Sachsen
45835;"84. Grundschule Dresden ""In der Gartenstadt "" (Dresden OT Hellerau)";;0;Grundschule;Sachsen
45095;84. Schule - Oberschule der Stadt Leipzig (Leipzig OT Grünau-Mitte);;0;Schule;Sachsen
45834;85. Grundschule Dresden (Dresden OT Rähnitz);;0;Grundschule;Sachsen
45627;85. Schule - Grundschule der Stadt Leipzig (Leipzig OT Grünau-Mitte);;0;Grundschule;Sachsen
45833;88. Grundschule Dresden (Dresden OT Hosterwitz);;0;Grundschule;Sachsen
45187;"88. Oberschule ""Am Pillnitzer Elbhang "" Dresden (Dresden OT Hosterwitz)";;0;Schule;Sachsen
45832;89. Grundschule Dresden (Dresden OT Niedersedlitz);;0;Grundschule;Sachsen
30567;"8. Grundschule ""Carl Blechen"" Cottbus (Cottbus)";;0;Grundschule;Brandenburg
45838;8. Grundschule Dresden (Dresden OT Pieschen-Süd);;0;Grundschule;Sachsen
45637;8. Schule - Grundschule der Stadt Leipzig (Leipzig OT Dölitz-Dösen);;0;Grundschule;Sachsen
45831;90. Grundschule Dresden (Dresden OT Luga);;0;Grundschule;Sachsen
44138;90. Schule - Grundschule der Stadt Leipzig (Leipzig OT Schönau);;0;Grundschule;Sachsen
45830;"91. Grundschule Dresden ""Am Sand "" (Dresden OT Meußlitz)";;0;Grundschule;Sachsen
45634;91. Schule - Grundschule der Stadt Leipzig (Leipzig OT Grünau-Nord);;0;Grundschule;Sachsen
45829;"92. Grundschule Dresden ""An der Aue "" (Dresden OT Großzschachwitz)";;0;Grundschule;Sachsen
45828;93. Grundschule Dresden (Dresden OT Dobritz);;0;Grundschule;Sachsen
45096;94. Schule - Oberschule der Stadt Leipzig (Leipzig OT Grünau-Nord);;0;Schule;Sachsen
45827;"95. Grundschule Dresden ""Caroline Neuber"" (Dresden OT Laubegast)";;0;Grundschule;Sachsen
45826;"96. Grundschule Dresden ""Am Froschtunnel "" (Dresden OT Seidnitz)";;0;Grundschule;Sachsen
45186;"9. Oberschule ""Am Elbe Park "" (Dresden OT Mickten)";;0;Schule;Sachsen
45636;9. Schule - Grundschule der Stadt Leipzig (Leipzig OT Dölitz-Dösen);;0;Grundschule;Sachsen
17520;Aachener Stadtbetrieb;;0;Stadtwerke;Nordrhein-Westfalen
15131;Aachener Straßenbahn und Energieversorgungs-AG;;0;Verkehrsbetriebe;Nordrhein-Westfalen
50637;Aachener Verkehrsverbund;;0;Verkehrsverbund;Nordrhein-Westfalen
16137;Aachener Verkehrsverbund GmbH;;0;Verkehr;Nordrhein-Westfalen
37483;Aachen International School-Vinverola (Aachen);;0;Schule;Nordrhein-Westfalen
51452;Aar-Einrich;;0;Verbandsgemeindeverwaltung;Rheinland-Pfalz
16285;Aartalschule;;0;Schule;Hessen
32314;Aartalschule (Aarbergen);;0;Schule;Hessen
31810;Aartalschule (Bischoffen);;0;Schule;Hessen
48817;ABC - Freie Integrative Grundschule (Schleiz);;0;Grundschule;Thüringen
44152;ABC Grundschule Neschwitz (Neschwitz);;0;Grundschule;Sachsen
32487;ABC-Land-Schule Maberzell (Fulda);;0;Schule;Hessen
34076;Abendgymnasium Braunschweig (Braunschweig);;0;Schule;Niedersachsen
44443;Abendgymnasium Chemnitz (Chemnitz OT Markersdorf);;0;Schule;Sachsen
28482;Abendgymnasium der Volkshochschule Göppingen (Göppingen);;0;Volkshochschule;Baden-Württemberg
44442;Abendgymnasium Dresden (Dresden OT Johannstadt-Nord);;0;Schule;Sachsen
32238;Abendgymnasium f. Berufstätige Darmstadt (Darmstadt);;0;Schule;Hessen
32241;Abendgymnasium f. Berufstätige Offenbach (Offenbach am Main);;0;Schule;Hessen
32239;Abendgymnasium Frankfurt am Main (Frankfurt am Main);;0;Schule;Hessen
33723;Abendgymnasium Göttingen (Göttingen);;0;Schule;Niedersachsen
33671;Abendgymnasium Hannover (Hannover);;0;Schule;Niedersachsen
47406;Abendgymnasium im RBZ Wirtschaft der Landeshauptstadt Kiel (AöR) Europaschule (Kiel);;0;Schule;Schleswig-Holstein
44441;Abendgymnasium Leipzig (Leipzig OT Zentrum);;0;Schule;Sachsen
21639;Abendgymnasium mit Abendschule St. Georg (Hamburg);;0;Abendschule;Hamburg
35788;Abendgymnasium Oldenburg (Oldenburg in Oldenburg);;0;Schule;Niedersachsen
41772;Abendgymnasium Rhein-Sieg (Siegburg);;0;Schule;Nordrhein-Westfalen
37361;Abendgymnasium Sophie Scholl (Osnabrück);;0;Schule;Niedersachsen
26620;Abendgymnasium Weil am Rhein (Weil am Rhein);;0;Schule;Baden-Württemberg
32242;Abendgymnasium Wiesbaden (Wiesbaden);;0;Schule;Hessen
44448;Abendoberschule Chemnitz (Chemnitz OT Markersdorf);;0;Schule;Sachsen
44447;Abendoberschule Dresden (Dresden);;0;Schule;Sachsen
44446;Abendoberschule Leipzig (Leipzig OT Zentrum);;0;Schule;Sachsen
40424;Abendrealschule Bonn (Bonn);;0;Schule;Nordrhein-Westfalen
28735;Abendrealschule der Volkshochschule Freiburg (Freiburg im Breisgau);;0;Volkshochschule;Baden-Württemberg
41787;Abendrealschule (Dortmund);;0;Schule;Nordrhein-Westfalen
28734;Abendrealschule Freiburg (Freiburg im Breisgau);;0;Schule;Baden-Württemberg
27836;Abendrealschule (Ravensburg);;0;Schule;Baden-Württemberg
27233;Abendrealschule Stuttgart e.V. (Stuttgart);;0;Schule;Baden-Württemberg
32373;Abendrealsschule (Offenbach am Main);;0;Schule;Hessen
35074;Abendrothschule Grundschule (Cuxhaven);;0;Grundschule;Niedersachsen
6614;Abendschule Bremerhaven;;0;Abendschule;Bremen
34420;Abendschule Gießen (Gießen);;0;Abendschule;Hessen
34421;Abendschule Heppenheim (Heppenheim (Bergstraße));;0;Abendschule;Hessen
34541;Abendschule Kassel (Kassel);;0;Abendschule;Hessen
34542;Abendschulen Marburg (Marburg);;0;Abendschule;Hessen
50402;Abfallentsorgungs- und Stadtreinigungsbetrieb der Stadt Chemnitz;;0;Abfallwirtschaft;Sachsen
16434;Abfallwirtschaft Südholstein GmbH;;0;Abfallwirtschaft;Schleswig-Holstein
50746;Abfallwirtschaft und Stadtreinigung Freiburg GmbH;;0;Abfallwirtschaft;Baden-Württemberg
3780;Abgeordnetenhaus von Berlin;;0;Landtagsverwaltung;Berlin
51985;ABG FRANKFURT HOLDING Wohnungsbau- und Beteiligungsgesellschaft mbH;;0;Wohnungsgesellschaft;Hessen
28384;Ablach-Grundschule (Mengen);;0;Grundschule;Baden-Württemberg
42356;Abraham-Frank-Sekundarschule (Velen);;0;Schule;Nordrhein-Westfalen
2;Absatzförderungsfonds der deutschen Forst- und Holzwirtschaft - Holzabsatzfonds;90;1;Wirtschaftsförderung;Bund
3;Absatzförderungsfonds der deutschen Land- und Ernährungswirtschaft - Absatzfonds;90;1;Wirtschaftsförderung;Bund
29181;Abt-Bessel-Realschule (Buchen (Odenwald));;0;Schule;Baden-Württemberg
28261;Abt-Columban-Schule Grund- und Hauptschule mit Werkrealschule (Münstertal);;0;Schule;Baden-Württemberg
41310;Abtei-Gymnasium (Pulheim);;0;Gymnasium;Nordrhein-Westfalen
37536;Abteischule (Duisburg);;0;Schule;Nordrhein-Westfalen
27670;Abt-Hermann-Vogler-Schule Grund- und Werkrealschule (Rot an der Rot);;0;Schule;Baden-Württemberg
27319;Abt-Steyrer-Schule Grundschule (Sölden);;0;Grundschule;Baden-Württemberg
27292;Abt-Steyrer-Schule Grundschule (St. Peter);;0;Grundschule;Baden-Württemberg
26800;Abt-Ulrich-Blank-Schule Grundschule (Uttenweiler);;0;Grundschule;Baden-Württemberg
16221;Abwasserentsorgung Stade;;0;Abwasser;Niedersachsen
3781;Abwasserverband der Fahrgastschifffahrt von Berlin;;0;Wasser und Schifffahrt;Berlin
50446;Abwasserwerk - Stadt Bergisch Gladbach;;0;Abwasser;Nordrhein-Westfalen
51317;Abwasserzweckverband Breisgauer Bucht;;0;Abwasser;Baden-Württemberg
51157;"Abwasserzweckverband ""Mittlere Mulde""";;0;Abwasser;Sachsen
44424;"""Academy of European Business "" Dr. Hirsch GmbH (Schule in freier Trägerschaft) (Pirna)";;0;Schule;Sachsen
18162;accadis Hochschule Bad Homburg (AHBH);;0;Hochschule;Hessen
32087;accadis International School (Bad Homburg v. d. Höhe);;0;Schule;Hessen
28890;Achalm-Grundschule (Eningen unter Achalm);;0;Grundschule;Baden-Württemberg
44978;Achatschule St. Egidien-Oberschule mit Berufsorientierung (Schule in freier Trägerschaft) (St. Egidien);;0;Schule;Sachsen
39864;Achenbacher Schule (Siegen);;0;Schule;Nordrhein-Westfalen
29716;Achertalschule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen (Achern);;0;Schule;Baden-Württemberg
27640;Achert-Schule Sonderpädagogisches Bildungs- und Beratungszentrum Förderschwerpunkt Lernen (Rottweil);;0;Schule;Baden-Württemberg
47722;Achim-Bröger-Schule, Grundschule Sereetz (Sereetz);;0;Grundschule;Schleswig-Holstein
40046;Achtenbeckschule, Förderschule der Stadt (Herten);;0;Förderschule;Nordrhein-Westfalen
31042;Ackermannschule (Frankfurt am Main);;0;Schule;Hessen
27497;Adalbert-Stifter-Realschule (Schwäbisch Gmünd);;0;Schule;Baden-Württemberg
16286;Adalbert-Stifter-Schule;;0;Schule;Hessen
26882;Adalbert-Stifter-Schule Gemeinschaftsschule (Ulm);;0;Gemeinschaftsschule;Baden-Württemberg
31663;Adalbert-Stifter-Schule (Heusenstamm);;0;Schule;Hessen
31147;Adalbert-Stifter-Schule (Wiesbaden);;0;Schule;Hessen
43457;Adam-Elsheimer-Grundschule (55271 Stadecken-Elsheim);;0;Grundschule;Rheinland-Pfalz
45633;Adam-Friedrich-Oeser-Schule - Grundschule der Stadt Leipzig (Leipzig OT Eutritzsch);;0;Grundschule;Sachsen
41057;Adam-Josef-Cüppers-Berufskolleg Ratingen (Ratingen);;0;Schule;Nordrhein-Westfalen
31214;Adam-Karrillon-Schule (Wald-Michelbach);;0;Schule;Hessen
42886;Adam-Müller-Schule Realschule plus (66892 Bruchmühlbach-Miesau);;0;Schule;Rheinland-Pfalz
36357;Adam-Riese-Schule Grundschule (Gifhorn);;0;Grundschule;Niedersachsen
37927;Adam-Riese-Schule (Meerbusch);;0;Schule;Nordrhein-Westfalen
46947;Adam-Ries-Grundschule Uichteritz (Weißenfels OT Uichteritz);;0;Grundschule;Sachsen-Anhalt
18747;Adam-Ries-Schule  (Berlin);;0;Grundschule;Berlin
39781;Adam-Ries-Schule (Eschweiler);;0;Schule;Nordrhein-Westfalen
45277;Adam-Ries-Schule-Grundschule (Zwickau OT Neuplanitz);;0;Grundschule;Sachsen
32852;Adam-von-Trott-Schule (Sontra);;0;Schule;Hessen
38112;Adelheidisschule (Bonn);;0;Schule;Nordrhein-Westfalen
37817;Adolf-Clarenbach-Schule (Heiligenhaus);;0;Schule;Nordrhein-Westfalen
37697;Adolf Clarenbach Schule (Neuss);;0;Schule;Nordrhein-Westfalen
37725;Adolf-Feld-Schule (Oberhausen);;0;Schule;Nordrhein-Westfalen
28954;Adolf-Gänshirt-Schule Grundschule (Eichstetten am Kaiserstuhl);;0;Grundschule;Baden-Württemberg
18401;Adolf-Glaßbrenner-Grundschule (Berlin);;0;Grundschule;Berlin
33748;Adolf-Grimme-Gesamtschule (Goslar);;0;Schule;Niedersachsen
36740;Adolf-Grimme-Schule Grundschule (Barsinghausen);;0;Grundschule;Niedersachsen
37507;Adolf-Klarenbach-Schule (Düsseldorf);;0;Schule;Nordrhein-Westfalen
41622;Adolf-Kolping-Berufskolleg (Kerpen);;0;Schule;Nordrhein-Westfalen
35954;Adolf-Kolping-Schule Berufsbildende Schulen II (Lohne);;0;Schule;Niedersachsen
39757;Adolf-Kolping-Schule (Kerpen);;0;Schule;Nordrhein-Westfalen
39427;Adolf-Kolping-Schule (Lüdenscheid);;0;Schule;Nordrhein-Westfalen
41800;Adolf-Kolping-Schule (Siegburg);;0;Schule;Nordrhein-Westfalen
28441;Adolf-Kussmaul-Schule GS (Graben-Neudorf);;0;Schule;Baden-Württemberg
29644;Adolf-Rehn-Schule Grundschule (Altdorf);;0;Grundschule;Baden-Württemberg
34409;Adolf-Reichwein-Gymnasium (Heusenstamm);;0;Gymnasium;Hessen
48816;Adolf-Reichwein-Gymnasium Jena, Staatliches Gymnasium (Jena);;0;Gymnasium;Thüringen
19084;Adolf-Reichwein-Schule (Berlin);;0;Förderschule;Berlin
37618;Adolf-Reichwein-Schule (Essen);;0;Schule;Nordrhein-Westfalen
31043;Adolf-Reichwein-Schule (Frankfurt am Main);;0;Schule;Hessen
31394;Adolf-Reichwein-Schule Friedberg (Friedberg);;0;Schule;Hessen
34929;Adolf-Reichwein-Schule Grundschule (Göttingen);;0;Grundschule;Niedersachsen
34762;Adolf-Reichwein-Schule Grundschule (Langenhagen);;0;Grundschule;Niedersachsen
28733;Adolf-Reichwein-Schule Grundschule, Sonderpäd. Bild. und Beratungszentrum Emotionale u. soziale Entw. (Freiburg im Breisgau);;0;Grundschule;Baden-Württemberg
31664;Adolf-Reichwein-Schule (Heusenstamm);;0;Schule;Hessen
47848;Adolf-Reichwein-Schule (Kiel);;0;Schule;Schleswig-Holstein
31672;Adolf-Reichwein-Schule (Langen);;0;Schule;Hessen
32906;Adolf-Reichwein-Schule (Limburg);;0;Schule;Hessen
34592;Adolf-Reichwein-Schule (Marburg);;0;Schule;Hessen
38009;Adolf-Reichwein-Schule (Moers);;0;Schule;Nordrhein-Westfalen
32325;Adolf-Reichwein-Schule Neu-Anspach (Neu-Anspach);;0;Schule;Hessen
32303;Adolf-Reichwein-Schule (Pohlheim);;0;Schule;Hessen
31537;Adolf-Reichwein-Schule (Rodenbach);;0;Schule;Hessen
46946;Adolf-Reichwein-Schule Schloß Pretzsch - Förderschule mit Ausgleichsklassen (Bad Schmiedeberg OT Pretzsch);;0;Förderschule;Sachsen-Anhalt
40376;Adolf-Reichwein-Schule (Witten);;0;Schule;Nordrhein-Westfalen
39440;Adolf-Sauer-Schule (Arnsberg);;0;Schule;Nordrhein-Westfalen
28231;Adolf-Schmitthenner-Gymnasium (Neckarbischofsheim);;0;Gymnasium;Baden-Württemberg
40079;Adolf-Schulte-Schule (Dortmund);;0;Schule;Nordrhein-Westfalen
45114;Adolf-Traugott-von-Gersdorf- Oberschule (Kodersdorf);;0;Schule;Sachsen
32375;Adolf-von-Dalberg-Schule (Fulda);;0;Schule;Hessen
39619;Adolf-Wurmbach-Grundschule (Kreuztal);;0;Grundschule;Nordrhein-Westfalen
28283;Adolph-Blankenhorn-Schule Gemeinschaftsschule (Müllheim);;0;Gemeinschaftsschule;Baden-Württemberg
30413;Adolph-Diesterweg-Grundschule (Falkensee);;0;Grundschule;Brandenburg
44374;Adolph-Diesterweg-Gymnasium - Allgemeinbildendes Gymnasium, Vogtland-Kolleg (Plauen OT Neundorfer Vorstadt);;0;Gymnasium;Sachsen
44496;Adolph-Diesterweg-Schule - Förderzentrum mit dem Förderschwerpunkt Lernen der Stadt Leipzig (Leipzig OT Sellerhausen-Stünz);;0;Schule;Sachsen
21569;Adolph-Diesterweg-Schule (Hamburg);;0;Schule;Hamburg
32004;Adolph-Diesterweg-Schule (Maintal);;0;Schule;Hessen
31248;Adolph-Diesterweg-Schule Weidenhausen (Gladenbach);;0;Schule;Hessen
41623;Adolph-Kolping-Berufskolleg (Essen);;0;Schule;Nordrhein-Westfalen
41133;Adolph-Kolping-Berufskolleg (Münster);;0;Schule;Nordrhein-Westfalen
44352;Adolph-Kolping-Schule, Berufsbildende Förderschule (Schule in freier Trägerschaft) (Dresden OT Südvorstadt-Ost);;0;Förderschule;Sachsen
44779;Adolph-Kolping-Schule, Berufsschule (Schule in freier Trägerschaft) (Dresden OT Südvorstadt-Ost);;0;Berufsschule;Sachsen
42233;Adolph-Kolping-Schule Brakel (Brakel);;0;Schule;Nordrhein-Westfalen
39752;Adolph-Kolping-Schule (Köln);;0;Schule;Nordrhein-Westfalen
44769;Adolph-Kolping-Schule Plauen Berufsschule der ASG - Anerkannten Schulgesellschaft mbH (Schule in freier Trägerschaft) (Plauen OT Neundorf);;0;Berufsschule;Sachsen
21495;Adolph-Schönfelder-Schule (Hamburg);;0;Schule;Hamburg
34379;Adorno-Gymnasium (Frankfurt am Main);;0;Gymnasium;Hessen
30245;Adventschule Oberhavel Oberschule mit Grundschulteil (Oranienburg/OT Friedrichsthal);;0;Schule;Brandenburg
38638;Aegidii-Ludgeri-Schule (Münster);;0;Schule;Nordrhein-Westfalen
50120;Afghan Credit Guarantee Foundation;;0;Stiftung des Privatrechts;Bund
